user_id,week_start,week_end,week_number,walking,in bus,in train,in passenger vehicle,running,cycling,total,sustainable,percent_sustainable
1000848025,2025-03-31,2025-04-06,2025-W14,4.856095276,0,0,138.20406530800003,0,0,143.06,4.856,3.39
1000848025,2025-04-07,2025-04-13,2025-W15,3.988885742,0,0,202.57150024400002,0,0,206.56,3.989,1.93
1000848025,2025-04-14,2025-04-20,2025-W16,10.281576461000002,20.175698241,57.887917969,183.24264001599997,0,0,271.588,88.345,32.53
1000848025,2025-04-21,2025-04-27,2025-W17,11.045328114999997,6.437676757999999,16.87871875,333.573228233,0,0,367.935,34.362,9.34
1000848025,2025-04-28,2025-05-04,2025-W18,6.009099012,11.603889160000001,0,167.39887448000005,0,0,185.012,17.613,9.52
1000848025,2025-05-05,2025-05-11,2025-W19,10.96593715,18.5765354,55.736027344,143.225222533,0,0,228.504,85.278,37.32
1000848025,2025-05-12,2025-05-18,2025-W20,19.596776763,7.594415772,205.150167969,309.12242736999997,0,0,541.464,232.341,42.91
1000848025,2025-05-19,2025-05-25,2025-W21,8.331056028999999,0,57.340875,108.27096288899999,0,0,173.943,65.672,37.75
1000848025,2025-05-26,2025-06-01,2025-W22,1.726753006,0,0,149.79567290499998,0,0,151.522,1.727,1.14
1000848025,2025-06-02,2025-06-08,2025-W23,2.428393831,3.456228027,83.092113281,147.890072753,0,2.4884646,239.355,91.465,38.21
1000848025,2025-06-09,2025-06-15,2025-W24,3.10474321,3.88803418,17.614503906000003,222.934787522,0,0,247.542,24.607,9.94
1007442293,2025-03-31,2025-04-06,2025-W14,1.7075178565979006,16.749167968749997,0,32.238659423828125,0,0,50.695,18.457,36.41
1007442293,2025-04-07,2025-04-13,2025-W15,7.386450775146486,23.582709472656248,0,202.9777852172852,0,0,233.947,30.969,13.24
1007442293,2025-04-14,2025-04-20,2025-W16,11.896059532165527,36.947246582031255,0,119.97973388671873,0,0,168.823,48.843,28.93
1007442293,2025-04-21,2025-04-27,2025-W17,17.978960716247556,26.58933776855469,0,175.2796099243164,0,0,219.848,44.568,20.27
1007442293,2025-04-28,2025-05-04,2025-W18,9.658062759399414,25.748476562500002,0,293.11528500461577,0,0,328.522,35.407,10.78
1007442293,2025-05-05,2025-05-11,2025-W19,11.389698547363281,36.186279296875,0,108.17282934570314,0,0,155.749,47.576,30.55
1007442293,2025-05-12,2025-05-18,2025-W20,5.369598022460938,18.188103515625,0,106.12143322753906,0,0,129.679,23.558,18.17
1007442293,2025-05-19,2025-05-25,2025-W21,3.62039404296875,13.11013525390625,0,194.96984283447262,0,0,211.7,16.731,7.9
1007442293,2025-05-26,2025-06-01,2025-W22,6.085736602783203,26.58789599609375,0,156.34025537109378,0,0,189.014,32.674,17.29
1007442293,2025-06-02,2025-06-08,2025-W23,13.549915771484374,0,0,167.09666078186038,0,0,180.647,13.55,7.5
1007442293,2025-06-09,2025-06-15,2025-W24,5.140756576538086,10.968057617187501,0,457.11635903930664,0,0,473.225,16.109,3.4
1007442293,2025-06-16,2025-06-22,2025-W25,2.04436181640625,0,0,66.03477642822266,0,0,68.079,2.044,3.0
1024367440,2025-03-31,2025-04-06,2025-W14,3.874731106,3.885481689,0,57.719205200000005,0,0,65.479,7.76,11.85
1024367440,2025-04-07,2025-04-13,2025-W15,21.614826424,17.395673706,0,33.138271974,0,10.189620116999999,82.338,49.2,59.75
1024367440,2025-04-14,2025-04-20,2025-W16,6.770934379,25.908605957999995,0,86.66816039999999,0,7.417246093999999,126.765,40.097,31.63
1024367440,2025-04-21,2025-04-27,2025-W17,12.093453886999999,11.304305664,0,64.376743653,0,9.240107055,97.015,32.638,33.64
1024367440,2025-04-28,2025-05-04,2025-W18,5.153578903000001,9.866196533,0,41.108508989,0,10.153427246,66.282,25.173,37.98
1024367440,2025-05-05,2025-05-11,2025-W19,5.288238738,4.530920654,0,99.745552413,0,0,109.565,9.819,8.96
1024367440,2025-05-12,2025-05-18,2025-W20,9.891598335000001,28.227752563,0,24.379750244000004,0,5.36239746,67.861,43.482,64.07
1024367440,2025-05-19,2025-05-25,2025-W21,8.586074982000001,5.380001709,0,77.533630173,0,3.352937745,94.853,17.319,18.26
1024367440,2025-05-26,2025-06-01,2025-W22,10.879445463,23.248182921999998,0,86.756881654,0,7.138215332,128.023,41.266,32.23
1024367440,2025-06-02,2025-06-08,2025-W23,12.265055152,7.215621093999999,0,22.139358155,0,17.52829602,59.148,37.009,62.57
1024367440,2025-06-09,2025-06-15,2025-W24,9.480831213999998,13.299320679,0,97.24565333499999,4.385027344,6.932785644,131.344,34.098,25.96
1024367440,2025-06-16,2025-06-22,2025-W25,1.586035331,0,0,183.609671936,0,0,185.196,1.586,0.86
103493262,2025-04-07,2025-04-13,2025-W15,6.227182085,0,0,44.344617188,0,0,50.572,6.227,12.31
103493262,2025-04-14,2025-04-20,2025-W16,5.420500632999999,0,0,32.25505291900001,0,0,37.676,5.421,14.39
103493262,2025-04-21,2025-04-27,2025-W17,1.355020508,0,0,53.156526365999994,0,0,54.512,1.355,2.49
103493262,2025-04-28,2025-05-04,2025-W18,5.917167873,0,0,195.52610669,0,0,201.443,5.917,2.94
103493262,2025-05-05,2025-05-11,2025-W19,13.486215455,0,0,97.938202393,0,0,111.424,13.486,12.1
103493262,2025-05-12,2025-05-18,2025-W20,13.968002165999998,0,0,85.780519652,0,0,99.749,13.968,14.0
103493262,2025-05-19,2025-05-25,2025-W21,10.721294442,0,0,374.697006348,0,5.055630859,390.474,15.777,4.04
103493262,2025-05-26,2025-06-01,2025-W22,19.206366161,0,0,48.48527099499999,0,0,67.692,19.206,28.37
103493262,2025-06-02,2025-06-08,2025-W23,16.340712799000002,0,0,46.034298339,0,6.039206543000001,68.414,22.38,32.71
103493262,2025-06-09,2025-06-15,2025-W24,25.989067552,0,0,96.40183905100001,0,0,122.391,25.989,21.23
103493262,2025-06-16,2025-06-22,2025-W25,2.00232296,0,0,13.812168824,0,0,15.814,2.002,12.66
1053572479,2025-03-31,2025-04-06,2025-W14,4.8322948310000005,0,0,119.39417395000001,0,0,124.226,4.832,3.89
1053572479,2025-04-07,2025-04-13,2025-W15,13.307791856,0,0,324.91573938,0,0,338.224,13.308,3.93
1053572479,2025-04-14,2025-04-20,2025-W16,8.555832854,0,0,260.909968018,0,0,269.466,8.556,3.18
1053572479,2025-04-21,2025-04-27,2025-W17,3.7147859949999997,0,0,350.706964967,0,0,354.422,3.715,1.05
1053572479,2025-05-05,2025-05-11,2025-W19,6.047172027999999,0,0,202.53909887799998,0,0,208.586,6.047,2.9
1053572479,2025-06-02,2025-06-08,2025-W23,0,0,0,40.451251952999996,0,0,40.451,0,0.0
